Date,Band,Min,Max,Mean,Median,Std,Valid Pixels,Total Pixels
2013-11-01,DNB_BRDF_Corrected_NTL,1.884971061372198e-05,56.09888458251953,0.3241039514541626,0.22613973915576935,0.9559655785560608,61107,89614
2013-11-01,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-01,Gap_Filled_DNB_BRDF_Corrected_NTL,1.884971061372198e-05,62.73017501831055,0.28254079818725586,0.17374061048030853,0.9274595975875854,89614,89614
2013-11-01,Latest_High_Quality_Retrieval,0.0,26.0,0.4678384065628052,0.0,1.3589540719985962,89610,89614
2013-11-01,Mandatory_Quality_Flag,0.0,1.0,0.002814734820276499,0.0,0.05297935754060745,61107,89614
2013-11-01,QF_Cloud_Mask,34.0,1274.0,176.80714416503906,34.0,255.91258239746094,89614,89614
2013-11-01,Snow_Flag,0.0,1.0,7.811279647285119e-05,0.0,0.008837798610329628,89614,89614
2013-11-02,DNB_BRDF_Corrected_NTL,6.239240610739216e-05,73.08265686035156,0.3724086880683899,0.31612271070480347,0.8492341637611389,58865,89614
2013-11-02,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-02,Gap_Filled_DNB_BRDF_Corrected_NTL,6.239240610739216e-05,73.08265686035156,0.3269358277320862,0.23888081312179565,0.9173734188079834,89614,89614
2013-11-02,Latest_High_Quality_Retrieval,0.0,27.0,0.6417252421379089,0.0,1.501814365386963,89610,89614
2013-11-02,Mandatory_Quality_Flag,0.0,1.0,0.000764461059588939,0.0,0.02763831801712513,58865,89614
2013-11-02,QF_Cloud_Mask,34.0,2274.0,267.1712951660156,34.0,328.9511413574219,89614,89614
2013-11-02,Snow_Flag,0.0,1.0,6.695382762700319e-05,0.0,0.00818225834518671,89614,89614
2013-11-03,DNB_BRDF_Corrected_NTL,,,,,,0,89614
2013-11-03,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-03,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,64.1436996459961,0.18871936202049255,0.12479567527770996,0.8070108890533447,89614,89614
2013-11-03,Latest_High_Quality_Retrieval,1.0,28.0,1.6409552097320557,1.0,1.5017086267471313,89610,89614
2013-11-03,Mandatory_Quality_Flag,,,,,,0,89614
2013-11-03,QF_Cloud_Mask,226.0,1266.0,633.0350341796875,738.0,207.66860961914062,89614,89614
2013-11-03,Snow_Flag,0.0,1.0,8.927176531869918e-05,0.0,0.00944795086979866,89614,89614
2013-11-04,DNB_BRDF_Corrected_NTL,0.0003495043492875993,6.870468616485596,0.17437905073165894,0.14998707175254822,0.2167491912841797,21131,89614
2013-11-04,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-04,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,64.1436996459961,0.19230814278125763,0.1310286819934845,0.789850115776062,89614,89614
2013-11-04,Latest_High_Quality_Retrieval,0.0,29.0,1.9741884469985962,2.0,1.5898725986480713,89611,89614
2013-11-04,Mandatory_Quality_Flag,0.0,1.0,0.0038332308176904917,0.0,0.06179431453347206,21131,89614
2013-11-04,QF_Cloud_Mask,34.0,2298.0,411.571044921875,242.0,315.81298828125,89614,89614
2013-11-04,Snow_Flag,0.0,1.0,0.00011158971028635278,0.0,0.010563013143837452,89614,89614
2013-11-05,DNB_BRDF_Corrected_NTL,3.030467269127257e-05,183.2345428466797,0.16934329271316528,0.1251750886440277,1.3287074565887451,21584,89614
2013-11-05,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-05,Gap_Filled_DNB_BRDF_Corrected_NTL,3.030467269127257e-05,183.2345428466797,0.18722417950630188,0.12305627763271332,0.9471935629844666,89614,89614
2013-11-05,Latest_High_Quality_Retrieval,0.0,30.0,2.274773359298706,3.0,1.875437617301941,89612,89614
2013-11-05,Mandatory_Quality_Flag,0.0,1.0,0.0021775388158857822,0.0,0.04661327973008156,21584,89614
2013-11-05,QF_Cloud_Mask,34.0,2274.0,498.0043640136719,738.0,315.0068054199219,89614,89614
2013-11-05,Snow_Flag,0.0,1.0,7.811279647285119e-05,0.0,0.008837798610329628,89614,89614
2013-11-06,DNB_BRDF_Corrected_NTL,0.006769812200218439,3.670722007751465,0.26192915439605713,0.2348984181880951,0.2501499056816101,1346,89614
2013-11-06,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-06,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,64.1436996459961,0.18414653837680817,0.11880536377429962,0.8065952658653259,89614,89614
2013-11-06,Latest_High_Quality_Retrieval,0.0,30.0,3.2294576168060303,4.0,1.897066354751587,89607,89614
2013-11-06,Mandatory_Quality_Flag,0.0,1.0,0.002971768146380782,0.0,0.05443286523222923,1346,89614
2013-11-06,QF_Cloud_Mask,34.0,1274.0,727.4006958007812,738.0,123.86438751220703,89614,89614
2013-11-06,Snow_Flag,0.0,1.0,0.002745106816291809,0.0,0.05232179909944534,89614,89614
2013-11-07,DNB_BRDF_Corrected_NTL,,,,,,0,89614
2013-11-07,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-07,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,64.1436996459961,0.18215294182300568,0.11798049509525299,0.8066403269767761,89614,89614
2013-11-07,Latest_High_Quality_Retrieval,1.0,25.0,4.229114055633545,5.0,1.8950321674346924,89606,89614
2013-11-07,Mandatory_Quality_Flag,,,,,,0,89614
2013-11-07,QF_Cloud_Mask,226.0,1266.0,533.73779296875,738.0,264.9647521972656,89614,89614
2013-11-07,Snow_Flag,0.0,1.0,0.002945968182757497,0.0,0.05419677123427391,89614,89614
2013-11-08,DNB_BRDF_Corrected_NTL,,,,,,0,89614
2013-11-08,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-08,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,64.1436996459961,0.18215176463127136,0.11797986924648285,0.8066404461860657,89614,89614
2013-11-08,Latest_High_Quality_Retrieval,2.0,26.0,5.229114055633545,6.0,1.8950321674346924,89606,89614
2013-11-08,Mandatory_Quality_Flag,,,,,,0,89614
2013-11-08,QF_Cloud_Mask,226.0,1274.0,640.7144165039062,738.0,220.2556915283203,89614,89614
2013-11-08,Snow_Flag,0.0,1.0,0.002678152872249484,0.0,0.0516815222799778,89614,89614
2013-11-09,DNB_BRDF_Corrected_NTL,4.780989547725767e-05,9.826449394226074,0.1399054229259491,0.13342265784740448,0.13273997604846954,42682,89614
2013-11-09,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-09,Gap_Filled_DNB_BRDF_Corrected_NTL,4.780989547725767e-05,62.73017501831055,0.15548837184906006,0.12224730849266052,0.5634559392929077,89614,89614
2013-11-09,Latest_High_Quality_Retrieval,0.0,27.0,3.2757344245910645,4.0,3.377413034439087,89608,89614
2013-11-09,Mandatory_Quality_Flag,0.0,1.0,0.0012417412362992764,0.0,0.03521646559238434,42682,89614
2013-11-09,QF_Cloud_Mask,34.0,2298.0,280.2146911621094,114.0,398.5286865234375,89614,89614
2013-11-09,Snow_Flag,0.0,1.0,0.002231794176623225,0.0,0.047189127653837204,89614,89614
2013-11-10,DNB_BRDF_Corrected_NTL,8.033178164623678e-05,10.209603309631348,0.13475987315177917,0.12780217826366425,0.10758691281080246,70151,89614
2013-11-10,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-10,Gap_Filled_DNB_BRDF_Corrected_NTL,8.033178164623678e-05,25.209232330322266,0.14032849669456482,0.12392067164182663,0.2636280953884125,89614,89614
2013-11-10,Latest_High_Quality_Retrieval,0.0,28.0,1.0512548685073853,0.0,2.5155539512634277,89611,89614
2013-11-10,Mandatory_Quality_Flag,0.0,1.0,0.000256589351920411,0.0,0.01601635105907917,70151,89614
2013-11-10,QF_Cloud_Mask,34.0,2298.0,169.76307678222656,50.0,430.8906555175781,89614,89614
2013-11-10,Snow_Flag,0.0,1.0,0.0010489432606846094,0.0,0.03237039968371391,89614,89614
2013-11-11,DNB_BRDF_Corrected_NTL,0.0003985332150477916,2.2520675659179688,0.22936992347240448,0.22556132078170776,0.11078193038702011,7704,89614
2013-11-11,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-11,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,35.515907287597656,0.14786405861377716,0.10931231826543808,0.4405488073825836,89614,89614
2013-11-11,Latest_High_Quality_Retrieval,0.0,29.0,1.9112162590026855,1.0,2.5023534297943115,89611,89614
2013-11-11,Mandatory_Quality_Flag,0.0,1.0,0.0014278297312557697,0.0,0.03775964304804802,7704,89614
2013-11-11,QF_Cloud_Mask,34.0,1266.0,613.0068359375,738.0,250.90138244628906,89614,89614
2013-11-11,Snow_Flag,0.0,1.0,0.0004798357258550823,0.0,0.02189989760518074,89614,89614
2013-11-12,DNB_BRDF_Corrected_NTL,0.0,8.591314315795898,0.4782751798629761,0.06422293186187744,0.9913173913955688,35156,89614
2013-11-12,DNB_Lunar_Irradiance,0.5,35.599998474121094,29.56891441345215,35.599998474121094,13.240736961364746,89614,89614
2013-11-12,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.1730867475271225,0.09943901002407074,0.47941961884498596,89614,89614
2013-11-12,Latest_High_Quality_Retrieval,0.0,30.0,1.7763023376464844,2.0,2.340034008026123,89612,89614
2013-11-12,Mandatory_Quality_Flag,0.0,1.0,0.07202184200286865,0.0,0.258524090051651,35156,89614
2013-11-12,QF_Cloud_Mask,34.0,1274.0,347.1812744140625,226.0,324.3828125,89614,89614
2013-11-12,Snow_Flag,0.0,1.0,0.009909166023135185,0.0,0.0990503653883934,89614,89614
2013-11-13,DNB_BRDF_Corrected_NTL,0.0,13.003552436828613,0.05891956016421318,0.009999999776482582,0.2805476784706116,87104,89614
2013-11-13,DNB_Lunar_Irradiance,47.599998474121094,47.599998474121094,47.60000228881836,47.599998474121094,3.814697265625e-06,89614,89614
2013-11-13,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.06180479750037193,0.009999999776482582,0.4381292760372162,89614,89614
2013-11-13,Latest_High_Quality_Retrieval,0.0,27.0,0.13267047703266144,0.0,0.9268954396247864,89613,89614
2013-11-13,Mandatory_Quality_Flag,0.0,5.0,0.03459083288908005,0.0,0.3917660117149353,87104,89614
2013-11-13,QF_Cloud_Mask,34.0,2282.0,64.33235931396484,34.0,237.44862365722656,89614,89614
2013-11-13,Snow_Flag,0.0,1.0,0.017608854919672012,0.0,0.13152483105659485,89614,89614
2013-11-14,DNB_BRDF_Corrected_NTL,0.0,11.69775676727295,0.2119959443807602,0.009999999776482582,0.7608451843261719,66888,89614
2013-11-14,DNB_Lunar_Irradiance,61.29999923706055,61.29999923706055,61.299991607666016,61.29999923706055,7.62939453125e-06,89614,89614
2013-11-14,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.1126214787364006,0.009999999776482582,0.4546537399291992,89614,89614
2013-11-14,Latest_High_Quality_Retrieval,0.0,27.0,0.3106134235858917,0.0,0.6858825087547302,89613,89614
2013-11-14,Mandatory_Quality_Flag,0.0,5.0,0.031859226524829865,0.0,0.18394099175930023,66888,89614
2013-11-14,QF_Cloud_Mask,34.0,2298.0,147.56341552734375,50.0,310.290283203125,89614,89614
2013-11-14,Snow_Flag,0.0,1.0,0.01493070274591446,0.0,0.12127561867237091,89614,89614
2013-11-15,DNB_BRDF_Corrected_NTL,0.0,16.76174545288086,0.445660799741745,0.009999999776482582,1.4339510202407837,60314,89614
2013-11-15,DNB_Lunar_Irradiance,78.0,78.0999984741211,78.09989929199219,78.0999984741211,0.0029489498119801283,89614,89614
2013-11-15,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.11199361830949783,0.01268334873020649,0.4591384828090668,89614,89614
2013-11-15,Latest_High_Quality_Retrieval,0.0,28.0,0.475187748670578,0.0,0.7506452202796936,89613,89614
2013-11-15,Mandatory_Quality_Flag,0.0,1.0,0.07285207509994507,0.0,0.259893536567688,60314,89614
2013-11-15,QF_Cloud_Mask,34.0,2298.0,216.68614196777344,50.0,458.70806884765625,89614,89614
2013-11-15,Snow_Flag,0.0,1.0,0.014473184943199158,0.0,0.119430772960186,89614,89614
2013-11-16,DNB_BRDF_Corrected_NTL,0.0,23.80086898803711,2.1469666957855225,0.009999999776482582,3.6830101013183594,26513,89614
2013-11-16,DNB_Lunar_Irradiance,102.0,102.0999984741211,102.09735107421875,102.0999984741211,0.016025960445404053,89614,89614
2013-11-16,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.14288264513015747,0.09760763496160507,0.4697508215904236,89614,89614
2013-11-16,Latest_High_Quality_Retrieval,0.0,29.0,1.1468759775161743,1.0,0.8940929174423218,89613,89614
2013-11-16,Mandatory_Quality_Flag,0.0,1.0,0.2918945550918579,0.0,0.45463407039642334,26513,89614
2013-11-16,QF_Cloud_Mask,34.0,2298.0,257.7664794921875,226.0,297.45953369140625,89614,89614
2013-11-16,Snow_Flag,0.0,1.0,0.013647421263158321,0.0,0.1160222738981247,89614,89614
2013-11-17,DNB_BRDF_Corrected_NTL,0.0,34.728946685791016,1.4938459396362305,0.009999999776482582,3.6958789825439453,61926,89614
2013-11-17,DNB_Lunar_Irradiance,138.1999969482422,139.8000030517578,139.6376953125,139.6999969482422,0.22434034943580627,89614,89614
2013-11-17,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.11972562968730927,0.04510540887713432,0.5147486925125122,89614,89614
2013-11-17,Latest_High_Quality_Retrieval,0.0,30.0,0.8701876997947693,0.0,1.1942334175109863,89614,89614
2013-11-17,Mandatory_Quality_Flag,0.0,5.0,0.17528986930847168,0.0,0.39027488231658936,61926,89614
2013-11-17,QF_Cloud_Mask,34.0,2282.0,256.2763977050781,34.0,598.4779663085938,89614,89614
2013-11-17,Snow_Flag,0.0,1.0,0.005970049183815718,0.0,0.07703510671854019,89614,89614
2013-11-18,DNB_BRDF_Corrected_NTL,0.0,28.112071990966797,1.900533676147461,0.009999999776482582,3.567380428314209,59417,89614
2013-11-18,DNB_Lunar_Irradiance,93.80000305175781,93.9000015258789,93.87076568603516,93.9000015258789,0.045494914054870605,89614,89614
2013-11-18,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.13860389590263367,0.07270242273807526,0.49272099137306213,89614,89614
2013-11-18,Latest_High_Quality_Retrieval,0.0,22.0,0.8832423686981201,1.0,1.2049123048782349,89613,89614
2013-11-18,Mandatory_Quality_Flag,0.0,1.0,0.24992847442626953,0.0,0.43297138810157776,59417,89614
2013-11-18,QF_Cloud_Mask,34.0,2282.0,259.9184875488281,34.0,566.9013061523438,89614,89614
2013-11-18,Snow_Flag,0.0,1.0,0.006349454168230295,0.0,0.07943008095026016,89614,89614
2013-11-19,DNB_BRDF_Corrected_NTL,,,,,,0,0
2013-11-19,DNB_Lunar_Irradiance,,,,,,0,0
2013-11-19,Gap_Filled_DNB_BRDF_Corrected_NTL,,,,,,0,0
2013-11-19,Latest_High_Quality_Retrieval,,,,,,0,0
2013-11-19,Mandatory_Quality_Flag,,,,,,0,0
2013-11-19,QF_Cloud_Mask,,,,,,0,0
2013-11-19,Snow_Flag,,,,,,0,0
2013-11-20,DNB_BRDF_Corrected_NTL,0.0,13.654155731201172,1.339717149734497,0.1254204362630844,2.430988073348999,1393,89614
2013-11-20,DNB_Lunar_Irradiance,53.400001525878906,53.5,53.402984619140625,53.400001525878906,0.016986288130283356,89614,89614
2013-11-20,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.14014273881912231,0.10480684041976929,0.4573300778865814,89614,89614
2013-11-20,Latest_High_Quality_Retrieval,0.0,23.0,1.576132893562317,1.0,1.0860955715179443,89613,89614
2013-11-20,Mandatory_Quality_Flag,0.0,5.0,0.2261306494474411,0.0,0.4967727065086365,1393,89614
2013-11-20,QF_Cloud_Mask,42.0,2162.0,552.9813842773438,738.0,258.9757080078125,89614,89614
2013-11-20,Snow_Flag,0.0,1.0,0.00015622559294570237,0.0,0.012498047202825546,89614,89614
2013-11-21,DNB_BRDF_Corrected_NTL,0.0,9.163619041442871,0.4436393082141876,0.009999999776482582,1.3443570137023926,2673,89614
2013-11-21,DNB_Lunar_Irradiance,40.70000076293945,40.70000076293945,40.700008392333984,40.70000076293945,7.62939453125e-06,89614,89614
2013-11-21,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0,35.515907287597656,0.13726913928985596,0.10407016426324844,0.45283955335617065,89614,89614
2013-11-21,Latest_High_Quality_Retrieval,0.0,24.0,2.492417335510254,2.0,1.1521371603012085,89613,89614
2013-11-21,Mandatory_Quality_Flag,0.0,5.0,0.12644968926906586,0.0,0.5851575136184692,2673,89614
2013-11-21,QF_Cloud_Mask,34.0,1274.0,619.8952026367188,738.0,227.30052185058594,89614,89614
2013-11-21,Snow_Flag,0.0,1.0,0.00013390765525400639,0.0,0.011571072041988373,89614,89614
2013-11-22,DNB_BRDF_Corrected_NTL,,,,,,0,89614
2013-11-22,DNB_Lunar_Irradiance,30.899999618530273,30.899999618530273,30.899995803833008,30.899999618530273,3.814697265625e-06,89614,89614
2013-11-22,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,35.515907287597656,0.13803456723690033,0.10475166141986847,0.45481523871421814,89614,89614
2013-11-22,Latest_High_Quality_Retrieval,1.0,25.0,3.486893653869629,3.0,1.158231496810913,89613,89614
2013-11-22,Mandatory_Quality_Flag,,,,,,0,89614
2013-11-22,QF_Cloud_Mask,226.0,1274.0,659.86767578125,738.0,192.08499145507812,89614,89614
2013-11-22,Snow_Flag,0.0,0.0,0.0,0.0,0.0,89614,89614
2013-11-23,DNB_BRDF_Corrected_NTL,0.001472531701438129,3.788353443145752,0.3661620318889618,0.22156012058258057,0.4785504639148712,1126,89614
2013-11-23,DNB_Lunar_Irradiance,22.899999618530273,23.200000762939453,22.90097999572754,22.899999618530273,0.017155172303318977,89614,89614
2013-11-23,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,35.515907287597656,0.14016392827033997,0.10494959354400635,0.45425575971603394,89614,89614
2013-11-23,Latest_High_Quality_Retrieval,0.0,26.0,4.434055328369141,4.0,1.256230115890503,89613,89614
2013-11-23,Mandatory_Quality_Flag,0.0,5.0,0.033747781068086624,0.0,0.2244345247745514,1126,89614
2013-11-23,QF_Cloud_Mask,34.0,1274.0,475.07763671875,234.0,265.43963623046875,89614,89614
2013-11-23,Snow_Flag,0.0,1.0,0.00010043073416454718,0.0,0.010021010413765907,89614,89614
2013-11-24,DNB_BRDF_Corrected_NTL,2.634982593008317e-06,8.384050369262695,0.2469445914030075,0.028743907809257507,0.4394289553165436,72578,89614
2013-11-24,DNB_Lunar_Irradiance,16.899999618530273,16.899999618530273,16.899995803833008,16.899999618530273,3.814697265625e-06,89614,89614
2013-11-24,Gap_Filled_DNB_BRDF_Corrected_NTL,2.634982593008317e-06,35.515907287597656,0.19725331664085388,0.07535301148891449,0.5101524591445923,89614,89614
2013-11-24,Latest_High_Quality_Retrieval,0.0,27.0,1.1883097887039185,0.0,2.3449978828430176,89613,89614
2013-11-24,Mandatory_Quality_Flag,0.0,1.0,0.030615337193012238,0.0,0.17227314412593842,72578,89614
2013-11-24,QF_Cloud_Mask,34.0,2282.0,129.23779296875,34.0,272.9460144042969,89614,89614
2013-11-24,Snow_Flag,0.0,1.0,0.005501372739672661,0.0,0.07396693527698517,89614,89614
2013-11-25,DNB_BRDF_Corrected_NTL,1.4682394976262003e-05,11.405693054199219,0.1499684453010559,0.09924231469631195,0.21476781368255615,45643,89614
2013-11-25,DNB_Lunar_Irradiance,12.100000381469727,12.100000381469727,12.09999942779541,12.100000381469727,9.5367431640625e-07,89614,89614
2013-11-25,Gap_Filled_DNB_BRDF_Corrected_NTL,1.4682394976262003e-05,35.515907287597656,0.1575573980808258,0.10831756889820099,0.4626571536064148,89614,89614
2013-11-25,Latest_High_Quality_Retrieval,0.0,24.0,1.2139309644699097,0.0,2.129807472229004,89613,89614
2013-11-25,Mandatory_Quality_Flag,0.0,1.0,0.0020813706796616316,0.0,0.04557453840970993,45643,89614
2013-11-25,QF_Cloud_Mask,34.0,2290.0,234.4468536376953,58.0,282.7654113769531,89614,89614
2013-11-25,Snow_Flag,0.0,1.0,0.003693619277328253,0.0,0.060662806034088135,89614,89614
2013-11-26,DNB_BRDF_Corrected_NTL,1.861575037764851e-05,7.408238887786865,0.19050616025924683,0.15309609472751617,0.16931094229221344,50433,89614
2013-11-26,DNB_Lunar_Irradiance,8.300000190734863,8.300000190734863,8.300002098083496,8.300000190734863,1.9073486328125e-06,89614,89614
2013-11-26,Gap_Filled_DNB_BRDF_Corrected_NTL,1.861575037764851e-05,35.515907287597656,0.18078957498073578,0.12720540165901184,0.4545716345310211,89614,89614
2013-11-26,Latest_High_Quality_Retrieval,0.0,25.0,0.9615346193313599,0.0,1.7687255144119263,89613,89614
2013-11-26,Mandatory_Quality_Flag,0.0,1.0,0.0008327880641445518,0.0,0.028846049681305885,50433,89614
2013-11-26,QF_Cloud_Mask,34.0,2290.0,199.8645782470703,50.0,309.2319030761719,89614,89614
2013-11-26,Snow_Flag,0.0,1.0,0.015979645773768425,0.0,0.12539656460285187,89614,89614
2013-11-27,DNB_BRDF_Corrected_NTL,0.0001618883979972452,14.956656455993652,0.1729721575975418,0.16444727778434753,0.2012399286031723,23090,89614
2013-11-27,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-27,Gap_Filled_DNB_BRDF_Corrected_NTL,0.0001618883979972452,35.515907287597656,0.1553298532962799,0.11527308821678162,0.461622029542923,89614,89614
2013-11-27,Latest_High_Quality_Retrieval,0.0,26.0,1.5595505237579346,1.0,1.9091651439666748,89613,89614
2013-11-27,Mandatory_Quality_Flag,0.0,1.0,0.0004763967008329928,0.0,0.021821314468979836,23090,89614
2013-11-27,QF_Cloud_Mask,34.0,1274.0,486.1282958984375,738.0,315.7520446777344,89614,89614
2013-11-27,Snow_Flag,0.0,1.0,6.695382762700319e-05,0.0,0.00818225834518671,89614,89614
2013-11-28,DNB_BRDF_Corrected_NTL,0.0010804563062265515,1.1348482370376587,0.24361249804496765,0.21915920078754425,0.18981961905956268,805,89614
2013-11-28,DNB_Lunar_Irradiance,0.5,2.9000000953674316,0.7158859372138977,0.5,0.6866728067398071,89614,89614
2013-11-28,Gap_Filled_DNB_BRDF_Corrected_NTL,0.00010081561049446464,35.515907287597656,0.13819727301597595,0.10372970998287201,0.4571022093296051,89614,89614
2013-11-28,Latest_High_Quality_Retrieval,0.0,27.0,2.5452334880828857,2.0,1.9201178550720215,89613,89614
2013-11-28,Mandatory_Quality_Flag,0.0,0.0,0.0,0.0,0.0,805,89614
2013-11-28,QF_Cloud_Mask,34.0,1274.0,634.0025634765625,738.0,212.20779418945312,89614,89614
2013-11-28,Snow_Flag,0.0,1.0,0.0003570870612747967,0.0,0.018893372267484665,89614,89614
2013-11-29,DNB_BRDF_Corrected_NTL,3.3002693271555472e-06,15.970949172973633,0.2773056626319885,0.24809615314006805,0.3602863550186157,53363,89614
2013-11-29,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-29,Gap_Filled_DNB_BRDF_Corrected_NTL,3.3002693271555472e-06,35.515907287597656,0.21419622004032135,0.15875351428985596,0.3842160403728485,89614,89614
2013-11-29,Latest_High_Quality_Retrieval,0.0,28.0,1.3449722528457642,0.0,1.9676659107208252,89613,89614
2013-11-29,Mandatory_Quality_Flag,0.0,1.0,0.001086895470507443,0.0,0.032950177788734436,53363,89614
2013-11-29,QF_Cloud_Mask,34.0,2282.0,223.18356323242188,34.0,372.0852966308594,89614,89614
2013-11-29,Snow_Flag,0.0,1.0,0.0003570870612747967,0.0,0.018893374130129814,89614,89614
2013-11-30,DNB_BRDF_Corrected_NTL,2.4920642317738384e-05,16.236347198486328,0.17290660738945007,0.15235686302185059,0.2660808861255646,69154,89614
2013-11-30,DNB_Lunar_Irradiance,0.5,0.5,0.5,0.5,0.0,89614,89614
2013-11-30,Gap_Filled_DNB_BRDF_Corrected_NTL,2.4920642317738384e-05,27.79374122619629,0.1654977798461914,0.13929620385169983,0.3337157368659973,89614,89614
2013-11-30,Latest_High_Quality_Retrieval,0.0,29.0,0.5583788156509399,0.0,1.423634648323059,89613,89614
2013-11-30,Mandatory_Quality_Flag,0.0,1.0,0.00010122335515916348,0.0,0.010060472413897514,69154,89614
2013-11-30,QF_Cloud_Mask,34.0,2298.0,133.07394409179688,50.0,315.4256286621094,89614,89614
2013-11-30,Snow_Flag,0.0,1.0,0.00031245118589140475,0.0,0.01767352782189846,89614,89614
